"","FC1","FNC9","FNC12","FC11","FNC7","FNC1","FC6","FC2","FNC10","FNC8","FC4","FC12","FC7","FC10","FNC3","FC3","FNC6","FC5","FNC11","FC9","FNC5","FNC2","FNC4","FC8","taxonomy"
"5214",0,0,3,0,0,0,0,3,0,0,0,0,2,0,8,0,0,0,1,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__uncultured-Nitrosomonadaceae;"
"5215",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia-Paraburkholderia;"
"5216",0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,1,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__AKYH767;g__AKYH767FA;"
"5217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,10,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__OM27 clade;"
"5218",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,"k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae;g__Opitutus;"
"5219",0,0,0,0,0,0,0,10,4,1,0,0,0,0,0,0,9,0,0,0,5,0,8,0,"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__Candidatus Koribacter;"
"5221",0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,6,0,0,2,2,0,0,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Z4MB62;g__Z4MB62FA;"
"5222",0,0,1,1,0,1,0,0,6,3,0,0,0,0,0,0,7,0,1,0,0,0,0,3,"k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Lineage IV;f__Lineage IVOR;g__Lineage IVOR;"
"5224",0,0,0,2,1,1,0,0,6,0,1,0,0,7,0,0,0,0,2,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Variibacter;"
"5225",0,0,2,0,0,2,0,0,0,3,0,0,0,1,2,0,2,1,0,0,1,0,0,0,"k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__TepidisphaeraceaeFA;"
"5226",0,0,0,1,0,0,1,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,1,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;"
"5227",0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,5,0,0,2,0,"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__Candidatus Koribacter;"
"5228",0,0,0,0,0,1,0,0,0,3,0,3,0,5,1,2,3,2,0,2,8,0,2,2,"k__Bacteria;p__Chloroflexi;c__SJA-15;o__SJA-15CL;f__SJA-15CL;g__SJA-15CL;"
"5229",0,0,0,1,3,1,1,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,2,"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Elev-16S-976;f__Elev-16S-976OR;g__Elev-16S-976OR;"
"5230",0,0,8,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,2,0,0,6,6,4,"k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales;f__BSV26;g__BSV26FA;"
"5231",0,0,0,0,0,0,0,0,8,0,1,0,0,0,3,0,0,5,3,0,0,0,4,0,"k__Bacteria;p__Verrucomicrobia;c__OPB35 soil group;o__OPB35 soil groupCL;f__OPB35 soil groupCL;g__OPB35 soil groupCL;"
"5232",0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,4,"k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae;g__Opitutus;"
"5233",0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiales Incertae Sedis;g__Aciditerrimonas;"
"5234",0,0,0,330,2,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,1,1,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Archangiaceae;g__Anaeromyxobacter;"
"5235",0,0,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,2,2,1,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;"
"5237",0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__uncultured-Ktedonobacteraceae;"
"5238",0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,1,0,0,0,0,"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__uncultured-Acidobacteriaceae (Subgroup 1);"
"5240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;"
"5241",0,0,0,0,0,1,0,0,2,0,1,0,2,0,2,4,2,0,2,0,0,0,1,2,"k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__TepidisphaeraceaeFA;"
"5242",0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,3,0,0,0,2,3,8,0,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;g__Syntrophus;"
"5243",0,0,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae (Subgroup 3);g__Candidatus Solibacter;"
"5244",0,0,3,0,43,1,1,9,1,1,7,0,1,3,3,9,1,2,2,11,0,0,0,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Taibaiella;"
"5245",0,0,0,0,0,0,3,2,0,0,1,0,0,0,1,0,0,7,0,0,0,0,0,6,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiales Incertae Sedis;g__Rhizomicrobium;"
"5246",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Variibacter;"
"5247",0,0,1,1,2,5,0,1,2,0,2,0,3,3,1,3,0,1,0,2,0,0,0,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Ferruginibacter;"
"5248",0,0,0,1,0,0,0,8,18,0,0,3,0,5,0,1,2,0,12,2,0,1,3,5,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Azospira;"
"5249",0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__TepidisphaeraceaeFA;"
"5251",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,2,0,0,0,"k__Bacteria;p__Acidobacteria;c__Subgroup 2;o__Subgroup 2CL;f__Subgroup 2CL;g__Subgroup 2CL;"
"5252",0,0,0,0,0,0,0,0,1,0,0,0,1,2,6,0,0,10,2,0,0,0,0,0,"k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Xiphinematobacteraceae;g__Candidatus Xiphinematobacter;"
"5253",0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,2,0,1,0,0,1,0,0,4,"k__Bacteria;p__Verrucomicrobia;c__OPB35 soil group;o__OPB35 soil groupCL;f__OPB35 soil groupCL;g__OPB35 soil groupCL;"
"5254",0,0,1,0,3,0,0,1,1,0,0,0,0,0,0,2,0,6,2,0,0,0,0,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__uncultured-Chitinophagaceae;"
"5255",0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,12,0,3,0,5,0,0,3,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Gallionella;"
"5256",0,0,0,4,4,0,0,0,0,0,1,0,0,0,0,4,0,0,0,3,0,2,0,1,"k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Roseiflexus;"
"5257",0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Flavitalea;"
"5258",0,0,0,0,0,2,2,0,0,0,7,0,0,0,0,10,0,0,0,1,0,0,0,2,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae;g__Peredibacter;"
"5259",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Leptolinea;"
"5260",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,4,"k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__ML635J-21CL;f__ML635J-21CL;g__ML635J-21CL;"
"5261",0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,13,3,0,0,0,5,0,"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae (Subgroup 3);g__Bryobacter;"
"5263",0,0,1,0,5,0,2,0,0,0,4,2,0,1,5,3,0,2,0,0,0,0,0,0,"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;"
"5264",0,0,2,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,"k__Bacteria;p__Acidobacteria;c__Subgroup 6;o__Subgroup 6CL;f__Subgroup 6CL;g__Subgroup 6CL;"
"5265",0,0,0,0,4,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;"
"5266",0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Longilinea;"
"5267",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,1,2,0,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Coxiella;"
"5268",0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,1,2,3,0,0,0,0,"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae (Subgroup 3);g__Bryobacter;"
"5270",0,0,0,3,0,1,0,0,2,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidiphilium;"
"5271",0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,4,0,1,4,1,1,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__JG37-AG-20;g__JG37-AG-20FA;"
"5272",0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,3,2,1,2,0,0,2,"k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces;"
"5273",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,1,0,0,6,0,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Vulgatibacteraceae;g__Vulgatibacter;"
"5274",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;"
"5275",0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia-Paraburkholderia;"
"5276",0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,2,1,0,2,1,0,0,1,0,"k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup 7;f__Subgroup 7OR;g__Subgroup 7OR;"
"5279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Duganella;"
"5280",0,0,2,0,0,0,0,4,2,0,4,0,0,0,5,3,0,4,0,1,0,0,1,1,"k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__TepidisphaeraceaeFA;"
"5281",0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,2,0,1,0,0,1,1,"k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;"
"5282",0,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Thermanaerothrix;"
"5283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfurellales;f__Desulfurellaceae;g__H16;"
"5284",0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,"k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiales Incertae Sedis;g__Aciditerrimonas;"
"5285",0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,4,1,1,3,0,"k__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales;f__Simkaniaceae;"
"5286",0,0,4,0,0,0,0,0,2,1,0,0,0,1,4,1,0,0,3,2,0,0,7,1,"k__Bacteria;p__Acidobacteria;c__Subgroup 6;o__Subgroup 6CL;f__Subgroup 6CL;g__Subgroup 6CL;"
"5287",0,0,1,0,1,0,0,4,0,3,0,0,0,0,1,0,0,0,2,0,2,0,0,0,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylocaldum;"
"5294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Dyella;"
"5297",0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__env.OPS 17;g__env.OPS 17FA;"
"5302",0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__MyxococcalesOR;g__MyxococcalesOR;"
"5305",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia-Paraburkholderia;"
"5308",0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__DA111;g__DA111FA;"
"5310",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__uncultured-Acidobacteriaceae (Subgroup 1);"
"5314",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,"k__Bacteria;p__Acidobacteria;c__Subgroup 5;o__Subgroup 5CL;f__Subgroup 5CL;g__Subgroup 5CL;"
"5315",0,0,0,0,3,0,0,2,0,1,0,0,0,4,0,0,1,0,1,1,0,0,0,0,"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__Edaphobacter;"
"5316",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__ArmatimonadalesOR;g__ArmatimonadalesOR;"
"5318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;"
"5320",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;"
"5323",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__TepidisphaeraceaeFA;"
"5325",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella;"
"5326",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae (Subgroup 4);"
"5328",0,0,0,3,0,0,0,0,11,0,0,3,0,0,0,1,14,0,15,0,11,0,0,22,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Sideroxydans;"
"5330",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Parafilimonas;"
"5331",0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__JG30-KF-AS9;f__JG30-KF-AS9OR;g__JG30-KF-AS9OR;"
"5334",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__uncultured-Planctomycetaceae;"
"5337",0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;"
"5339",0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Sorangium;"
"5344",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,1,2,0,0,0,"k__Bacteria;p__Acidobacteria;c__Subgroup 5;o__Subgroup 5CL;f__Subgroup 5CL;g__Subgroup 5CL;"
"5345",0,0,0,0,3,0,0,1,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,2,"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Gsoil-1167;g__Gsoil-1167FA;"
"5347",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__DA111;g__DA111FA;"
"5351",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,"k__Bacteria;p__Chloroflexi;c__TK10;o__TK10CL;f__TK10CL;g__TK10CL;"
"5358",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Sandaracinaceae;g__SandaracinaceaeFA;"
"5359",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Blfdi19;g__Blfdi19FA;"
"5360",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;"
"5362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"k__Archaea;p__Thaumarchaeota;c__Soil Crenarchaeotic Group(SCG);o__Soil Crenarchaeotic Group(SCG)CL;f__Soil Crenarchaeotic Group(SCG)CL;g__Soil Crenarchaeotic Group(SCG)CL;"
"5363",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,"k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__uncultured-Planctomycetaceae;"
"5367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;"
"5368",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Elev-16S-1332;g__Elev-16S-1332FA;"
"5370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__uncultured-Acidobacteriaceae (Subgroup 1);"
"5372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__uncultured-Acidobacteriaceae (Subgroup 1);"
"5379",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia-Paraburkholderia;"
"5381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Elev-16S-1332;g__Elev-16S-1332FA;"
"5384",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella;"
"5394",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;"
"5395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella;"
"5396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfurellales;f__Desulfurellaceae;g__H16;"
"5398",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Verrucomicrobia;c__OPB35 soil group;o__OPB35 soil groupCL;f__OPB35 soil groupCL;g__OPB35 soil groupCL;"
"5402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__TepidisphaeraceaeFA;"
"5406",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__uncultured-Acidobacteriaceae (Subgroup 1);"
"5409",0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__1959-1;g__1959-1FA;"
"5410",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Cryptosporangiaceae;g__Fodinicola;"
"5412",0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,"k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Isosphaera;"
"5414",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,3,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Roseiarcaceae;g__Roseiarcus;"
"5415",0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,1,0,"k__Bacteria;p__Chloroflexi;c__KD4-96;o__KD4-96CL;f__KD4-96CL;g__KD4-96CL;"
"5416",0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__MitochondriaFA;"
"5418",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Frankiaceae;g__Jatrophihabitans;"
"5419",0,0,1,0,2,0,0,0,0,0,0,0,0,0,5,1,0,3,0,0,0,0,0,0,"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__C0119;f__C0119OR;g__C0119OR;"
"5420",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Polyangium;"
